symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
LITL,EQ,-,1,Fv Split Rs.10 To Re.1,04-Jan-2010,05-Jan-2010,-,-,-,Lanco Infratech Limited,INE785C01048,-,
RECLTD,EQ,-,10,Int Div-Rs.3/- Per Share Purpose Revised,04-Jan-2010,05-Jan-2010,-,-,-,REC Limited,INE020B01018,-,
BBOX,EQ,-,2,Agm/Div-Rs.3.50 Per Share,04-Jan-2010,-,06-Jan-2010,29-Jan-2010,-,Black Box Limited,INE676A01019,-,
POWERGRID,EQ,-,10,Int Div-Re.0.50 Per Sharepurpose Revised,11-Jan-2010,12-Jan-2010,-,-,-,Power Grid Corporation of India Limited,INE752E01010,-,
AUTOAXLES,EQ,-,10,Fin Div-Rs.2.70 Per Share,11-Jan-2010,-,13-Jan-2010,15-Jan-2010,-,Automotive Axles Limited,INE449A01011,-,
BALRAMCHIN,EQ,-,1,Agm/Div-Rs.3/- Per Share,12-Jan-2010,-,14-Jan-2010,29-Jan-2010,-,Balrampur Chini Mills Limited,INE119A01028,-,
WALCHANNAG,EQ,-,2,Dividend-Re.1/- Per Share,12-Jan-2010,-,14-Jan-2010,20-Jan-2010,-,Walchandnagar Industries Limited,INE711A01022,-,
BANSWRAS,EQ,-,5,Int Div-Rs.1.50 Per Share,14-Jan-2010,15-Jan-2010,-,-,-,Banswara Syntex Limited,INE629D01012,-,
RELIGARE,EQ,-,10,Rights 2:3@Prem Rs.345/-,15-Jan-2010,18-Jan-2010,-,-,-,Religare Enterprises Limited,INE621H01010,-,
MASTEK,EQ,-,5,Int Div-Rs.2/- Per Share Purpose Revised,15-Jan-2010,18-Jan-2010,-,-,-,Mastek Limited,INE759A01021,-,
SUPREMEIND,EQ,-,2,Int Div-Rs.5/- Per Share Purpose Revised,18-Jan-2010,19-Jan-2010,-,-,-,Supreme Industries Limited,INE195A01010,-,
SIEMENS,EQ,-,2,Dividend-Rs.5/- Per Share,19-Jan-2010,-,21-Jan-2010,29-Jan-2010,-,Siemens Limited,INE003A01024,-,
RML,EQ,-,10,Int Div-Rs.2.50 Per Sharepurpose Revised,21-Jan-2010,23-Jan-2010,-,-,-,Rane (Madras) Limited,INE050H01012,-,
