symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
AARTIIND,EQ,-,5, Buyback,04-Jan-2018,05-Jan-2018,-,-,-,Aarti Industries Limited,INE769A01020,-,
ORIENTPPR,EQ,-,1, Scheme Of Arrangement,11-Jan-2018,12-Jan-2018,-,-,-,Orient Paper & Industries Limited,INE592A01026,-,
TIIL,EQ,-,10, Buyback,11-Jan-2018,12-Jan-2018,-,-,-,Technocraft Industries (India) Limited,INE545H01011,-,
SWARAJENG,EQ,-,10, Buyback,11-Jan-2018,12-Jan-2018,-,-,-,Swaraj Engines Limited,INE277A01016,-,
BILENERGY,EQ,-,1, Bonus 1:1,11-Jan-2018,13-Jan-2018,-,-,-,Bil Energy Systems Limited,INE607L01011,-,
GOACARBON,EQ,-,10, Interim Dividend - Rs 5/- Per Share,16-Jan-2018,17-Jan-2018,-,-,-,Goa Carbon Limited,INE426D01013,-,
URJA,EQ,-,1, Extraordinary General Meeting,16-Jan-2018,-,18-Jan-2018,25-Jan-2018,-,Urja Global Limited,INE550C01020,-,
SJVN,EQ,-,10, Buyback,17-Jan-2018,18-Jan-2018,-,-,-,SJVN Limited,INE002L01015,-,
ORBTEXP,EQ,-,10, Buyback,18-Jan-2018,19-Jan-2018,-,-,-,Orbit Exports Limited,INE231G01010,-,
AARTIDRUGS,EQ,-,10, Buyback,18-Jan-2018,19-Jan-2018,-,-,-,Aarti Drugs Limited,INE767A01016,-,
SHREECEM,EQ,-,10, Interim Dividend - Rs 20 Per Share (Purpose Revised),18-Jan-2018,19-Jan-2018,-,-,-,SHREE CEMENT LIMITED,INE070A01015,-,
GAIL,EQ,-,10, Interim Dividend - Rs 7.65 Per Share (Purpose Revised),18-Jan-2018,20-Jan-2018,-,-,-,GAIL (India) Limited,INE129A01019,-,
TCS,EQ,-,1, Interim Dividend - Rs 7 Per Share,22-Jan-2018,23-Jan-2018,-,-,-,Tata Consultancy Services Limited,INE467B01029,-,
INDIGRID,IV,-,100, Third Distribution- Rs 2.89 Per Unit,22-Jan-2018,23-Jan-2018,-,-,-,IndiGrid Infrastructure Trust,INE219X23014,-,
BAJAJCON,EQ,-,1, Interim Dividend - Rs 12 Per Share,22-Jan-2018,23-Jan-2018,-,-,-,Bajaj Consumer Care Limited,INE933K01021,-,
EXCEL,EQ,-,1, Bonus 2:1,23-Jan-2018,24-Jan-2018,-,-,-,Excel Realty N Infra Limited,INE688J01015,-,
MINDTREE,EQ,-,10, Interim Dividend Rs 2/- Per Share (Purpose Revised),24-Jan-2018,25-Jan-2018,-,-,-,MindTree Limited,INE018I01017,-,
