symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
AEGISLOG,EQ,-,1, Interim Dividend Re 0.35 Per Share (Purpose Revised),09-Feb-2017,10-Feb-2017,-,-,-,Aegis Logistics Limited,INE208C01025,-,
MARICO,EQ,-,1, Interim Dividend Rs 2/- Per Share (Purpose Revised),09-Feb-2017,10-Feb-2017,-,-,-,Marico Limited,INE196A01026,-,
IOC,EQ,-,10, Interim Dividend Rs 13.50 Per Share,09-Feb-2017,10-Feb-2017,-,-,-,Indian Oil Corporation Limited,INE242A01010,-,
TCI,EQ,-,2, Interim Dividend Re 0.50 Per Share (Purpose Revised),09-Feb-2017,10-Feb-2017,-,-,-,Transport Corporation of India Limited,INE688A01022,-,
GAEL,EQ,-,1, Buy Back,09-Feb-2017,10-Feb-2017,-,-,-,Gujarat Ambuja Exports Limited,INE036B01022,-,
GENUSPOWER,EQ,-,1, Interim Dividend Re 0.10 Per Share ,09-Feb-2017,10-Feb-2017,-,-,-,Genus Power Infrastructures Limited,INE955D01011,-,
SAMMAANCAP,EQ,-,2, Interim Dividend Rs 9/- Per Share ,09-Feb-2017,11-Feb-2017,-,-,-,Sammaan Capital Limited,INE148I01020,-,
GAYAPROJ,EQ,-,2, Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share,10-Feb-2017,13-Feb-2017,-,-,-,Gayatri Projects Limited,INE336H01015,-,
MAYURUNIQ,EQ,-,5, Interim Dividend Re 0.25 Per Share (Purpose Revised),10-Feb-2017,13-Feb-2017,-,-,-,Mayur Uniquoters Ltd,INE040D01012,-,
TORNTPHARM,EQ,-,5, Interim Dividend Rs 10/- Per Share (Purpose Revised),10-Feb-2017,13-Feb-2017,-,-,-,Torrent Pharmaceuticals Limited,INE685A01028,-,
HIKAL,EQ,-,2, Interim Dividend Re 0.60 Per Share,13-Feb-2017,14-Feb-2017,-,-,-,Hikal Limited,INE475B01014,-,
OIL,EQ,-,10, Interim Dividend Rs 9.50  Per Share,13-Feb-2017,14-Feb-2017,-,-,-,Oil India Limited,INE274J01014,-,
LALPATHLAB,EQ,-,10, Interim Dividend Rs 1.30 Per Share,13-Feb-2017,14-Feb-2017,-,-,-,Dr. Lal Path Labs Ltd.,INE600L01024,-,
WELENT,EQ,-,10, Buy Back,13-Feb-2017,14-Feb-2017,-,-,-,Welspun Enterprises Limited,INE625G01013,-,
BHEL,EQ,-,2, Interim Dividend Re 0.80 Per Share (Purpose Revised),14-Feb-2017,15-Feb-2017,-,-,-,Bharat Heavy Electricals Limited,INE257A01018,-,
IMFA,EQ,-,10, Interim Dividend Rs 10/- Per Share (Purpose Revised),14-Feb-2017,15-Feb-2017,-,-,-,Indian Metals & Ferro Alloys Limited,INE919H01018,-,
CARERATING,EQ,-,10, Interim Dividend Rs 6/- Per Share,14-Feb-2017,15-Feb-2017,-,-,-,CARE Ratings Limited,INE752H01013,-,
REDINGTON,EQ,-,2, Special Dividend Rs 2/- Per Share,14-Feb-2017,15-Feb-2017,-,-,-,Redington Limited,INE891D01018,-,
CARBORUNIV,EQ,-,1, Interim Dividend Re 1/- Per Share,14-Feb-2017,15-Feb-2017,-,-,-,Carborundum Universal Limited,INE120A01026,-,
GESHIP,EQ,-,10, Interim Dividend Rs 3.60 Per Share,14-Feb-2017,15-Feb-2017,-,-,-,The Great Eastern Shipping Company Limited,INE017A01032,-,
MRF,EQ,-,10, Interim Dividend Rs 3/- Per Share,14-Feb-2017,15-Feb-2017,-,-,-,MRF Limited,INE883A01011,-,
ORBTEXP,EQ,-,10, Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised),14-Feb-2017,15-Feb-2017,-,-,-,Orbit Exports Limited,INE231G01010,-,
POLYMED,EQ,-,5, Interim Dividend Re 1/- Per Share,15-Feb-2017,16-Feb-2017,-,-,-,Poly Medicure Limited,INE205C01013,-,
NTPC,EQ,-,10, Interim Dividend Rs 2.61/- Per Share (Purpose Revised),15-Feb-2017,16-Feb-2017,-,-,-,NTPC Limited,INE733E01010,-,
GULFOILLUB,EQ,-,2, Interim Dividend Rs 3.50 Per Share,15-Feb-2017,16-Feb-2017,-,-,-,Gulf Oil Lubricants India Limited,INE635Q01029,-,
INDIANHUME,EQ,-,2, Interim Dividend Re 1/- Per Share (Purpose Revised),15-Feb-2017,16-Feb-2017,-,-,-,Indian Hume Pipe Company Limited,INE323C01022,-,
MANAPPURAM,EQ,-,2, Interim Dividend Re 0.50 Per Share,16-Feb-2017,18-Feb-2017,-,-,-,Manappuram Finance Limited,INE522D01027,-,
POWERGRID,EQ,-,10, Interim Dividend Re 1/- Per Share (Purpose Revised),16-Feb-2017,17-Feb-2017,-,-,-,Power Grid Corporation of India Limited,INE752E01010,-,
ACCELYA,EQ,-,10, Interim Dividend Rs 11/- Per Share,16-Feb-2017,17-Feb-2017,-,-,-,Accelya Solutions India Limited,INE793A01012,-,
MENONBE,EQ,-,1, Interim Dividend Re 1/- Per Share (Purpose Revised),16-Feb-2017,17-Feb-2017,-,-,-,Menon Bearings Limited,INE071D01025,-,
COMPINFO,EQ,-,2, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,16-Feb-2017,17-Feb-2017,-,-,-,Compuage Infocom Limited,INE070C01029,-,
UNOMINDA,EQ,-,2, Interim Dividend Rs 1.20 Per Share,16-Feb-2017,17-Feb-2017,-,-,-,UNO Minda Limited,INE405E01023,-,
ANTELOPUS,EQ,-,10, Interim Dividend Rs 5/- Per Share (Purpose Revised),16-Feb-2017,18-Feb-2017,-,-,-,Antelopus Selan Energy Limited,INE818A01017,-,
STERTOOLS,EQ,-,2, Interim Dividend Re 1/- Per Share (Purpose Revised),16-Feb-2017,18-Feb-2017,-,-,-,Sterling Tools Limited,INE334A01015,-,
AVTNPL,EQ,-,1, Interim Dividend Re 0.20 Per Share,16-Feb-2017,17-Feb-2017,-,-,-,AVT Natural Products Limited,INE488D01013,-,
PAGEIND,EQ,-,10, Interim Dividend Rs 25/- Per Share (Purpose Revised)  ,16-Feb-2017,17-Feb-2017,-,-,-,Page Industries Limited,INE761H01022,-,
BHARATFORG,EQ,-,2, Interim Dividend Rs 2.50 Per Share,16-Feb-2017,18-Feb-2017,-,-,-,Bharat Forge Limited,INE465A01025,-,
JAYAGROGN,EQ,-,5, Interim Dividend Rs 5/- Per Share,16-Feb-2017,17-Feb-2017,-,-,-,Jayant Agro Organics Limited,INE785A01026,-,
BOSCHLTD,EQ,-,10, Interim Dividend Rs 75/- Per Share (Purpose Revised),16-Feb-2017,18-Feb-2017,-,-,-,Bosch Limited,INE323A01026,-,
TAKE,EQ,-,1, Interim Dividend Re 0.30 Per Share,16-Feb-2017,17-Feb-2017,-,-,-,Take Solutions Limited,INE142I01023,-,
SOUTHBANK,EQ,-,1, Rights 1:3 @ Premium Rs 13/- Per Share,16-Feb-2017,17-Feb-2017,-,-,-,The South Indian Bank Limited,INE683A01015,-,
AMRUTANJAN,EQ,-,1, Interim Dividend Rs 1.10 Per Share (Purpose Revised),16-Feb-2017,17-Feb-2017,-,-,-,Amrutanjan Health Care Limited,INE098F01015,-,
NHPC,EQ,-,10, Buyback,17-Feb-2017,20-Feb-2017,-,-,-,NHPC Limited,INE848E01016,-,
MGL,EQ,-,10, Interim Dividend Rs 8/- Per Share (Purpose Revised),17-Feb-2017,20-Feb-2017,-,-,-,Mahanagar Gas Limited,INE002S01010,-,
SUNTV,EQ,-,5, Interim Dividend Rs 5/- Per Share (Purpose Revised),17-Feb-2017,20-Feb-2017,-,-,-,Sun TV Network Limited,INE424H01027,-,
EDELWEISS,EQ,-,1, Interim Dividend Re 1/- Share,17-Feb-2017,21-Feb-2017,-,-,-,Edelweiss Financial Services Limited,INE532F01047,-,
CANBK,EQ,-,2, Rights 1:10 @ Prem Rs 197/- Per Share,17-Feb-2017,20-Feb-2017,-,-,-,Canara Bank,INE476A01014,-,
SRF,EQ,-,10, Interim Dividend Rs 6/- Per Share (Purpose Revised),17-Feb-2017,20-Feb-2017,-,-,-,SRF Limited,INE647A01010,-,
DISHMAN,EQ,-,2, Interim Dividend Rs 1.20 Per Share (Purpose Revised),17-Feb-2017,21-Feb-2017,-,-,-,Dishman Pharmaceuticals and Chemicals Limited,INE353G01020,-,
GOLDIAM,EQ,-,2, Interim Dividend Rs 2/- Per Share (Purpose Revised),17-Feb-2017,21-Feb-2017,-,-,-,Goldiam International Limited,INE025B01017,-,
RANEHOLDIN,EQ,-,10, Interim Dividend Rs 3.50 Per Share,17-Feb-2017,21-Feb-2017,-,-,-,Rane Holdings Limited,INE384A01010,-,
WHEELS,EQ,-,10, Interim Dividend Rs 5/- Per Share,17-Feb-2017,21-Feb-2017,-,-,-,Wheels India Limited,INE715A01015,-,
TUBEINVEST,EQ,-,2, Interim Dividend Rs 1.25 Per Share,17-Feb-2017,20-Feb-2017,-,-,-,Tube Investments of India Limited,INE149A01025,-,
BALKRISIND,EQ,-,2, Interim Dividend Rs 2/- Per Share (Purpose Revised),17-Feb-2017,20-Feb-2017,-,-,-,Balkrishna Industries Limited,INE787D01018,-,
NBCC,EQ,-,1, Bonus 1:2,17-Feb-2017,21-Feb-2017,-,-,-,NBCC (India) Limited,INE095N01015,-,
FCL,EQ,-,1, Interim Dividend Re 0.10 Per Share,20-Feb-2017,22-Feb-2017,-,-,-,Fineotex Chemical Limited,INE045J01018,-,
KOTHARIPET,EQ,-,10, Interim Dividend Re 0.25 Per Share (Purpose Revised),20-Feb-2017,22-Feb-2017,-,-,-,Kothari Petrochemicals Limited,INE720A01015,-,
SOLARINDS,EQ,-,2, Interim Dividend Rs 2/- Per Share (Purpose Revised),20-Feb-2017,22-Feb-2017,-,-,-,Solar Industries India Limited,INE343H01011,-,
AIAENG,EQ,-,2, Interim Dividend Rs 4/- Per Share (Purpose Revised),20-Feb-2017,22-Feb-2017,-,-,-,AIA Engineering Limited,INE212H01026,-,
DHAMPURSUG,EQ,-,10, Interim Dividend Rs 2.50 Per Share,20-Feb-2017,22-Feb-2017,-,-,-,Dhampur Sugar Mills Limited,INE041A01016,-,
JMA,EQ,-,2, Interim Dividend Rs 4/- Per Share (Purpose Revised),20-Feb-2017,22-Feb-2017,-,-,-,Jullundur Motor Agency (Delhi) Limited,INE412C01015,-,
VIDHIING,EQ,-,1, Interim Dividend Re 0.20 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,Vidhi Specialty Food Ingredients Limited,INE632C01026,-,
VETO,EQ,-,10, Interim Dividend Re 1/- Per Share,22-Feb-2017,24-Feb-2017,-,-,-,Veto Switchgears And Cables Limited,INE918N01018,-,
MEP,EQ,-,10, Interim Dividend Re 0.10 Per Share,22-Feb-2017,25-Feb-2017,-,-,-,MEP Infrastructure Developers Limited,INE776I01010,-,
BSE,EQ,-,2, Interim Dividend Rs 5/- Per Share,22-Feb-2017,24-Feb-2017,-,-,-,BSE Limited,INE118H01025,-,
CONTROLPR,EQ,-,10, Interim Dividend Rs 2.50 Per Share (Purpose Revised),22-Feb-2017,23-Feb-2017,-,-,-,Control Print Limited,INE663B01015,-,
PODDARMENT,EQ,-,10, Interim Dividend Rs 2.50 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,Poddar Pigments Limited,INE371C01013,-,
CENTUM,EQ,-,10, Interim Dividend Rs 2/- Per Share (Purpose And Record Date Revised),22-Feb-2017,23-Feb-2017,-,-,-,Centum Electronics Limited,INE320B01020,-,
NRBBEARING,EQ,-,2, Interim Dividend Rs 1.40 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,NRB Bearing Limited,INE349A01021,-,
HITECHGEAR,EQ,-,10, Interim Dividend Rs 1.25 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,The Hi-Tech Gears Limited,INE127B01011,-,
VIPIND,EQ,-,2, Interim Dividend Re 0.80 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,VIP Industries Limited,INE054A01019,-,
NCLIND,EQ,-,10, Interim Dividend Re 1/- Per Share,22-Feb-2017,23-Feb-2017,-,-,-,NCL Industries Limited,INE732C01016,-,
SUDARSCHEM,EQ,-,2, Interim Dividend Rs 2.50 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,Sudarshan Chemical Industries Limited,INE659A01015,-,
DCMSHRIRAM,EQ,-,2, Interim Dividend Rs 2.80 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,DCM Shriram Limited,INE499A01024,-,
ICIL,EQ,-,2, Interim Dividend Re 0.40 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,Indo Count Industries Limited,INE483B01018,-,
MOIL,EQ,-,10, Interim Dividend Rs 5/- Per Share,22-Feb-2017,24-Feb-2017,-,-,-,MOIL Limited,INE490G01020,-,
SUPRAJIT,EQ,-,1, Interim Dividend Re 0.50 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,Suprajit Engineering Limited,INE399C01030,-,
GREAVESCOT,EQ,-,2, Interim Dividend Rs 4/- Per Share (Purpose Revised),22-Feb-2017,24-Feb-2017,-,-,-,Greaves Cotton Limited,INE224A01018,-,
SJVN,EQ,-,10, Interim Dividend Rs 2.25 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,SJVN Limited,INE002L01015,-,
HGS,EQ,-,10, Interim Dividend Rs 2.50 Per Share,22-Feb-2017,24-Feb-2017,-,-,-,Hinduja Global Solutions Limited,INE170I01016,-,
CONCOR,EQ,-,5, Interim Dividend Rs 9.60 Per Share,22-Feb-2017,23-Feb-2017,-,-,-,Container Corporation of India Limited,INE111A01017,-,
JAGRAN,EQ,-,2, Buy Back,22-Feb-2017,24-Feb-2017,-,-,-,Jagran Prakashan Limited,INE199G01027,-,
NATCOPHARM,EQ,-,2, Interim Dividend Rs 6/- Per Share,23-Feb-2017,27-Feb-2017,-,-,-,Natco Pharma Limited,INE987B01018,-,
CESC,EQ,-,1, Interim Dividend Rs 10/- Per Share (Purpose Revised),23-Feb-2017,27-Feb-2017,-,-,-,CESC Limited,INE486A01013,-,
RECLTD,EQ,-,10, Interim Dividend Rs 7/- Per Share,27-Feb-2017,28-Feb-2017,-,-,-,REC Limited,INE020B01018,-,
PRAENG,EQ,-,10, Extra-Ordinary General Meeting,28-Feb-2017,-,02-Mar-2017,08-Mar-2017,-,Prajay Engineers Syndicate Limited,INE505C01016,-,
BPCL,EQ,-,10, Interim Dividend Rs 15.50 Per Share + Special Dividend Rs 4/- Per Share,28-Feb-2017,01-Mar-2017,-,-,-,Bharat Petroleum Corporation Limited,INE029A01011,-,
HINDPETRO,EQ,-,10, Interim Dividend Rs 22.50 Per Share,01-Mar-2017,02-Mar-2017,-,-,-,Hindustan Petroleum Corporation Limited,INE094A01015,-,
MINDACORP,EQ,-,2, Interim Dividend Re 0.20 Per Share,01-Mar-2017,02-Mar-2017,-,-,-,Minda Corporation Limited,INE842C01013,-,
SUNDARMFIN,EQ,-,10, Interim Dividend Rs 5/- Per Share,01-Mar-2017,02-Mar-2017,-,-,-,Sundaram Finance Limited,INE660A01013,-,
IDFCFIRSTB,HC,-,5000, Buy Back,02-Mar-2017,03-Mar-2017,-,-,-,IDFC First Bank Limited,INE092T01019,-,
IDFCFIRSTB,HB,-,5000, Interest Payment/Buyback,02-Mar-2017,03-Mar-2017,-,-,-,IDFC First Bank Limited,INE092T01019,-,
TECHNO,EQ,-,2, Buy Back,02-Mar-2017,03-Mar-2017,-,-,-,Techno Electric & Engineering Company Limited,INE286K01024,-,
SYMPHONY,EQ,-,2, Interim Dividend Re 1/- Per Share,02-Mar-2017,03-Mar-2017,-,-,-,Symphony Limited,INE225D01019,-,
HEXAWARE,EQ,-,2, Interim Dividend Re 1/- Per Share,02-Mar-2017,03-Mar-2017,-,-,-,Hexaware Technologies Limited,INE093A01033,-,
ROHLTD,EQ,-,10, Interim Dividend Re 1/- Per Share,02-Mar-2017,03-Mar-2017,-,-,-,Royal Orchid Hotels Limited,INE283H01019,-,
NAUKRI,EQ,-,2, Interim Dividend Rs 1.50 Per Share (Purpose Revised),03-Mar-2017,06-Mar-2017,-,-,-,Info Edge (India) Limited,INE663F01024,-,
EIDPARRY,EQ,-,1, Interim Dividend Rs 4/- Per Share,03-Mar-2017,06-Mar-2017,-,-,-,EID Parry India Limited,INE126A01023,-,
CASTROLIND,EQ,-,5, Special Dividend Rs 2/- Per Share,07-Mar-2017,08-Mar-2017,-,-,-,Castrol India Limited,INE172A01027,-,
KINGFA,EQ,-,10, Rights 18:91 @ Prem Rs 740,09-Mar-2017,10-Mar-2017,-,-,-,Kingfa Science & Technology (India) Limited,INE473D01015,-,
IDFCFIRSTB,HE,-,5000, Buy Back,09-Mar-2017,10-Mar-2017,-,-,-,IDFC First Bank Limited,INE092T01019,-,
HDFC,EQ,-,2, Interim Dividend Rs 3/- Per Share (Purpose Revised),09-Mar-2017,11-Mar-2017,-,-,-,Housing Development Finance Corporation Limited,INE001A01028,-,
SOTL,EQ,-,2, Interim Dividend Rs 13.50 Per Share,09-Mar-2017,10-Mar-2017,-,-,-,Savita Oil Technologies Limited,INE035D01012,-,
HARITASEAT,EQ,-,10, Interim Dividend Rs 3/- Per Share (Purpose Revised),09-Mar-2017,11-Mar-2017,-,-,-,Harita Seating Systems Limited,INE939D01015,-,
PCBL,EQ,-,1, Interim Dividend Rs 6/- Per Share,09-Mar-2017,13-Mar-2017,-,-,-,PCBL Chemical Limited,INE602A01023,-,
IDFCFIRSTB,HD,-,5000, Interest Payment/Buy Back,09-Mar-2017,10-Mar-2017,-,-,-,IDFC First Bank Limited,INE092T01019,-,
ZYDUSWELL,EQ,-,2, Interim Dividend Re 6.50 Per Share (Purpose Revised),09-Mar-2017,10-Mar-2017,-,-,-,Zydus Wellness Limited,INE768C01010,-,
NATIONALUM,EQ,-,5, Interim Dividend Rs 2.80 Per Share (Purpose Revised),09-Mar-2017,10-Mar-2017,-,-,-,National Aluminium Company Limited,INE139A01026,-,
GAIL,EQ,-,10, Bonus 1:3,09-Mar-2017,11-Mar-2017,-,-,-,GAIL (India) Limited,INE129A01019,-,
CMICABLES,EQ,-,10, Extraordinary General Meeting,10-Mar-2017,14-Mar-2017,-,-,-,CMI Limited,INE981B01011,-,
DICIND,EQ,-,10, Annual General Meeting/Dividend Rs 4/- Per Share,14-Mar-2017,-,16-Mar-2017,24-Mar-2017,-,DIC India Limited,INE303A01010,-,
