symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
GDL,EQ,-,10, Interim Dividend - Rs 2 Per Share,05-Jan-2021,06-Jan-2021,-,-,-,Gateway Distriparks Limited,INE852F01015,-,
717GS2028,GS,-,100, Interest Payment,06-Jan-2021,07-Jan-2021,-,-,-,GOVERNMENT OF INDIA,IN0020170174,-,
759GS2026,GS,-,100, Interest Payment,07-Jan-2021,08-Jan-2021,-,-,-,GOVERNMENT OF INDIA,IN0020150093,-,
833GS2026,GS,-,100, Interest Payment,07-Jan-2021,08-Jan-2021,-,-,-,GOVERNMENT OF INDIA,IN0020120039,-,
STEELXIND,EQ,-,1, Extra Ordinary General Meeting,07-Jan-2021,-,11-Jan-2021,18-Jan-2021,-,STEEL EXCHANGE INDIA LIMITED,INE503B01013,-,
RITES,EQ,-,10, Interim Dividend - Rs 5 Per Share,08-Jan-2021,11-Jan-2021,-,-,-,RITES Limited,INE320J01015,-,
REFEX,EQ,-,2, Interim Dividend - Re 1 Per Share,11-Jan-2021,12-Jan-2021,-,-,-,Refex Industries Limited,INE056I01017,-,
726GS2029,GS,-,100, Interest Payment,12-Jan-2021,13-Jan-2021,-,-,-,GOVERNMENT OF INDIA,IN0020180454,-,
COCHINSHIP,EQ,-,5, Interim Dividend - Rs  9.00 Per Share,13-Jan-2021,14-Jan-2021,-,-,-,Cochin Shipyard Limited,INE704P01017,-,
617GS2021,GS,-,100, Interest Payment,13-Jan-2021,14-Jan-2021,-,-,-,GOVERNMENT OF INDIA,IN0020190099,-,
URJA,EQ,-,1, Rights 7:71 @ Premium Rs 4/-,14-Jan-2021,15-Jan-2021,-,-,-,Urja Global Limited,INE550C01020,-,
TCS,EQ,-,1, Interim Dividend - Rs 6 Per Share,14-Jan-2021,16-Jan-2021,-,-,-,Tata Consultancy Services Limited,INE467B01029,-,
