symbol,series,ind,faceVal,subject,exDate,recDate,bcStartDate,bcEndDate,ndStartDate,comp,isin,ndEndDate,caBroadcastDate
INDIABULLS,EQ,-,2,Scheme Of Arrangement,01-Jan-2008,08-Jan-2008,-,-,01-Jan-2008,Indiabulls Financial Services Limited,INE894F01025,07-Jan-2008,
MAHABANK,EQ,-,10,Egm-Election Of Directors,03-Jan-2008,04-Jan-2008,-,-,-,Bank of Maharashtra,INE457A01014,-,
GFLLIMITED,EQ,-,1,Int Dividend- Rs.3 Per Sh,03-Jan-2008,04-Jan-2008,-,-,-,GFL Limited,INE538A01037,-,
ASTRAZEN,EQ,-,2,Sch Of Agmt- Bonus Deb1:1,04-Jan-2008,11-Jan-2008,-,-,04-Jan-2008,AstraZeneca Pharma India Limited,INE203A01020,10-Jan-2008,
AEGISLOG,EQ,-,1,Interim Dividend-25%,08-Jan-2008,09-Jan-2008,-,-,-,Aegis Logistics Limited,INE208C01025,-,
JAGRAN,EQ,-,2,Fv Split Rs.10/- To Rs.2/,09-Jan-2008,16-Jan-2008,-,-,09-Jan-2008,Jagran Prakashan Limited,INE199G01027,15-Jan-2008,
PRSMJOHNSN,EQ,-,10,Interim Dividend - 10%   Purpose Revised,11-Jan-2008,14-Jan-2008,-,-,-,Prism Johnson Limited,INE010A01011,-,
HEG,EQ,-,2,Interim Dividend - 70%   Purpose Revised,11-Jan-2008,14-Jan-2008,-,-,-,HEG Limited,INE545A01016,-,
CLASSIC,EQ,-,2,Fv Split Rs.10/- To Rs.2/,11-Jan-2008,18-Jan-2008,-,-,11-Jan-2008,Classic Diamonds (India) Limited,INE987C01024,17-Jan-2008,
AUTOAXLES,EQ,-,10,Fin Div - Rs.6.50 Per Sh,14-Jan-2008,-,16-Jan-2008,18-Jan-2008,-,Automotive Axles Limited,INE449A01011,-,
SIEMENS,EQ,-,2,Dividend - Rs.4.80 Per Sh,14-Jan-2008,-,16-Jan-2008,31-Jan-2008,-,Siemens Limited,INE003A01024,-,
MASTEK,EQ,-,5,Int Div-Rs.3.50 Per Sharepurpose Revised,15-Jan-2008,16-Jan-2008,-,-,-,Mastek Limited,INE759A01021,-,
DELTACORP,EQ,-,1,Fv Split Rs.10/- To Re.1/,15-Jan-2008,22-Jan-2008,-,-,15-Jan-2008,Delta Corp Limited,INE124G01033,21-Jan-2008,
SIMBHSUGAR,EQ,-,10,Annual General Meeting,17-Jan-2008,-,21-Jan-2008,25-Jan-2008,-,Simbhaoli Sugars Limited,INE270C01017,-,
PSL,EQ,-,10,Int Div-Rs 2.50 Per Share,18-Jan-2008,21-Jan-2008,-,-,-,PSL Limited,INE474B01017,-,
JINDALSTEL,EQ,-,1,Fv Split Rs.5/- To Re.1/-,21-Jan-2008,28-Jan-2008,-,-,21-Jan-2008,JINDAL STEEL LIMITED,INE749A01030,25-Jan-2008,
SUZLON,EQ,-,2,Fv Split Rs.10/- To Rs.2/,21-Jan-2008,28-Jan-2008,-,-,21-Jan-2008,Suzlon Energy Limited,INE040H01021,25-Jan-2008,
CINEVISTA,EQ,-,2,Fv Split Rs.10/- To Rs.2/,22-Jan-2008,29-Jan-2008,-,-,22-Jan-2008,Cinevista Limited,INE039B01026,28-Jan-2008,
AKSHOPTFBR,EQ,-,5,Agm/Dividend - 10%,22-Jan-2008,-,24-Jan-2008,28-Jan-2008,-,Aksh Optifibre Limited,INE523B01011,-,
WALCHANNAG,EQ,-,2,Agm/Centenary Div. -100%,22-Jan-2008,-,24-Jan-2008,30-Jan-2008,-,Walchandnagar Industries Limited,INE711A01022,-,
GODREJCP,EQ,-,1,3rd Int Div - Re 1 Per Sh,23-Jan-2008,-,25-Jan-2008,25-Jan-2008,-,Godrej Consumer Products Limited,INE102D01028,-,
HCLTECH,EQ,-,2,2nd Int Div - Rs 2 Per Sh,23-Jan-2008,24-Jan-2008,-,-,-,HCL Technologies Limited,INE860A01027,-,
TCS,EQ,-,1,3rd Int Div - Rs 3 Per Sh,23-Jan-2008,24-Jan-2008,-,-,-,Tata Consultancy Services Limited,INE467B01029,-,
CUB,EQ,-,1,Fv Split Rs.10/- To Re.1/,23-Jan-2008,30-Jan-2008,-,-,23-Jan-2008,City Union Bank Limited,INE491A01021,29-Jan-2008,
DHANBANK,EQ,-,10,Rights-Eq 1:1@Prem Rs 52,23-Jan-2008,30-Jan-2008,-,-,23-Jan-2008,Dhanlaxmi Bank Limited,INE680A01011,29-Jan-2008,
ROLTA,EQ,-,10,Bonus 1 : 1,24-Jan-2008,25-Jan-2008,-,-,-,Rolta India Limited,INE293A01013,-,
SUPREMEIND,EQ,-,2,Interim Dividend - 35%,24-Jan-2008,25-Jan-2008,-,-,-,Supreme Industries Limited,INE195A01010,-,
ZANDUREALT,EQ,-,100,Int Div-Rs.50/- Per Sharerd Date Revised,28-Jan-2008,29-Jan-2008,-,-,-,Zandu Realty Limited,INE719A01017,-,
VARUNSHIP,EQ,-,10,2nd Int Div-Rs1.50 Per Sh,28-Jan-2008,29-Jan-2008,-,-,-,Varun Shipping Company Limited,INE702A01013,-,
JPASSOCIAT,EQ,-,2,2nd Int Div-Re0.30 Per Shrd Date Revised,28-Jan-2008,29-Jan-2008,-,-,-,Jaiprakash Associates Limited,INE455F01025,-,
GAEL,EQ,-,1,Interim Dividend - 20%   Rd Date Revised,28-Jan-2008,29-Jan-2008,-,-,-,Gujarat Ambuja Exports Limited,INE036B01022,-,
DYNAMATECH,EQ,-,10,Interim Dividend - 25%   Rd Date Revised,28-Jan-2008,29-Jan-2008,-,-,-,Dynamatic Technologies Limited,INE221B01012,-,
SBIN,EQ,-,1,Rights-Eq 1:5@Prem Rs1580,28-Jan-2008,04-Feb-2008,-,-,28-Jan-2008,State Bank of India,INE062A01012,01-Feb-2008,
UMIYA-MRO,EQ,-,5,Interim Dividend - 20%   Rd Date Revised,29-Jan-2008,30-Jan-2008,-,-,-,UMIYA BUILDCON LIMITED,INE398B01018,-,
ACE,EQ,-,2,Interim Dividend - 20%   Purpose Revised,29-Jan-2008,30-Jan-2008,-,-,-,Action Construction Equipment Limited,INE731H01025,-,
JKLAKSHMI,EQ,-,5,Interim Dividend - 10%,29-Jan-2008,30-Jan-2008,-,-,-,JK Lakshmi Cement Limited,INE786A01032,-,
RAJESHEXPO,EQ,-,1,Fv Spl-Rs2 To Re1/Bon-2:1,29-Jan-2008,05-Feb-2008,-,-,29-Jan-2008,Rajesh Exports Limited,INE343B01030,04-Feb-2008,
BEL,EQ,-,1,Int Div- Rs.6/- Per Share,30-Jan-2008,31-Jan-2008,-,-,-,Bharat Electronics Limited,INE263A01016,-,
GANDHITUBE,EQ,-,5,Int Div- Rs.5/- Per Share,30-Jan-2008,31-Jan-2008,-,-,-,Gandhi Special Tubes Limited,INE524B01027,-,
PASUPATI,EQ,-,10,Annual General Meeting,31-Jan-2008,-,04-Feb-2008,06-Feb-2008,-,Pasupati Fabrics Limited,INE095D01024,-,
HIKAL,EQ,-,2,Interim Dividend - 30%,31-Jan-2008,01-Feb-2008,-,-,-,Hikal Limited,INE475B01014,-,
KIRLOSOIL,EQ,-,2,Interim Dividend - 50%,01-Feb-2008,04-Feb-2008,-,-,-,Kirloskar Oil Engines Limited,INE250A01021,-,
AARTIIND,EQ,-,5,Int Div- Rs.1/- Per Sharepurpose Revised,01-Feb-2008,04-Feb-2008,-,-,-,Aarti Industries Limited,INE769A01020,-,
NILKAMAL,EQ,-,10,Interim Dividend - 35%   Purpose Revised,01-Feb-2008,04-Feb-2008,-,-,-,Nilkamal Limited,INE310A01015,-,
63MOONS,EQ,-,2,3rd Interim Dividend-400%,01-Feb-2008,04-Feb-2008,-,-,-,63 moons technologies limited,INE111B01023,-,
ORIENTPPR,EQ,-,1,Fv Split Rs.10/- To Re.1/,01-Feb-2008,08-Feb-2008,-,-,01-Feb-2008,Orient Paper & Industries Limited,INE592A01026,07-Feb-2008,
SAIL,EQ,-,10,Interim Dividend - 19%   Purpose Revised,01-Feb-2008,04-Feb-2008,-,-,-,Steel Authority of India Limited,INE114A01011,-,
GFLLIMITED,EQ,-,1,Fv Split Rs.2/- To Re.1/-,01-Feb-2008,08-Feb-2008,-,-,01-Feb-2008,GFL Limited,INE538A01037,07-Feb-2008,
CGPOWER,EQ,-,2,Interim Div-Rs.0.80 Pr Shpurpose Revised,04-Feb-2008,05-Feb-2008,-,-,-,CG Power and Industrial Solutions Limited,INE067A01029,-,
GREAVESCOT,EQ,-,2,2nd Interim Dividend- 20%,04-Feb-2008,05-Feb-2008,-,-,-,Greaves Cotton Limited,INE224A01018,-,
SANWARIA,EQ,-,1,Fv Split Rs.2/- To Re.1/-,04-Feb-2008,11-Feb-2008,-,-,04-Feb-2008,Sanwaria Consumer Limited,INE890C01046,08-Feb-2008,
NTPC,EQ,-,10,Interim Dividend - 27%   Purpose Revised,04-Feb-2008,05-Feb-2008,-,-,-,NTPC Limited,INE733E01010,-,
PAGEIND,EQ,-,10,2nd Interim Div-Rs4 Pr Shpurpose Revised,04-Feb-2008,05-Feb-2008,-,-,-,Page Industries Limited,INE761H01022,-,
HUBTOWN,EQ,-,10,Interim Div-Rs.1.80 Pr Shpurpose Revised,05-Feb-2008,06-Feb-2008,-,-,-,Hubtown Limited,INE703H01016,-,
NLCINDIA,EQ,-,10,Interim Dividend - 10%,05-Feb-2008,06-Feb-2008,-,-,-,NLC India Limited,INE589A01014,-,
ORBITCORP,EQ,-,10,2nd Interim Dividend-15%,05-Feb-2008,06-Feb-2008,-,-,-,Orbit Corporation Limited,INE628H01015,-,
GABRIEL,EQ,-,1,Int Div-Rs.0.30 Per Share,05-Feb-2008,06-Feb-2008,-,-,-,Gabriel India Limited,INE524A01029,-,
HCL-INSYS,EQ,-,2,2nd Interim Dividend-100%Purpose Revised,05-Feb-2008,06-Feb-2008,-,-,-,HCL Infosystems Limited,INE236A01020,-,
RAMCOCEM,EQ,-,1,2nd Int Div-Rs.10 Per Sh Purpose Revised,05-Feb-2008,06-Feb-2008,-,-,-,The Ramco Cements Limited,INE331A01037,-,
