symbol,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
FUSION,3.677027630750438,0.0828118602323712,0.021198888197953635,0.03180173669021908,0.0,0.7680049254305082,0.2945665949738533,0.5418629500544481,0.02591383930438233,0.14881269681699816,0.020719939389274505,0.0,0.007363652867508401,0.010474512287469427,0.00638448026477905,0.005173951678678367,0.004462660659292155,0.0033671860572737637,0.03007346230895452,0.00963982529774487,0.0,0.0,0.0,0.0,0.047962776899250936,0.024153242335366056,0.22720586274345989,0.0660205639741512,0.022335562880704193,0.11361283132381585,0.036252436719284395,0.008071640019458844,0.009826756084255088,0.04707315371319112,0.0457944901888327,0.2374866582588605,0.011183933847011157,0.1568397750360321,0.01593531735319548,0.019883927656010644,0.08134883051059637,0.0028505829856527317,0.005676968211741571,0.0,0.057011437764986544,0.0,0.0,0.0,0.00013753359168243936,0.0016097629424650824,0.02063488585782962,0.13043824396294199,0.05990873476982084,0.30719917895579074,0.020340175697468477,0.08807781239286562,0.0013998369092863285,0.0,0.0,1.0436308197045883,0.02692586654375301,0.001763439048856344,0.1433300963186139,2.5272276746437718e-05,0.028161901372737774,0.004154162635121248,0.12760326149042983,0.03870010345963645,0.11975676951467622,0.0023869864354843736,0.10681131488660002,0.016740485709597352,0.2692926327254713,0.08177685328590285,0.035910951002657954,0.053065134157262515,0.19458200574799875,0.02007868269567224,9.746808178040235e-06,0.01673930693648667,0.0006050263890689463,0.03593813680363286,0.020206118586214333,0.040826110483273136,0.011265843311237062,0.00846571122990659
LODHA,2.369649740172959,0.0373461724376017,1.414737994579989,0.03839999584075724,0.0,0.832554815532362,0.31554346045506754,0.8986805772205956,0.02312152039472448,0.15068197800778715,0.023418518883343346,0.0,0.013337954093828252,0.01106898955091782,0.008000162043951166,0.0015436626892774983,0.009064890138219968,0.002354052424198678,0.03549171107010362,0.05416975464485748,0.0,0.0,0.0,0.0,0.20048349169965565,0.011875584920947748,0.22275618767223668,0.03275551026261223,0.02978377290537892,0.16136859259386227,0.028515527516427126,0.025882160960296902,0.028680620429714653,0.002820768872791751,0.0558941279954556,0.06478919564139081,0.29810331036813115,0.1364542484960189,0.012791805151209158,0.015237536658903128,0.09830631076814651,0.002857801409228976,0.007808861246558596,0.0,0.036383738033174566,0.0,0.0,0.0,0.0001984549495322945,0.0017235141637625773,0.10672907078782219,0.059700280342634415,0.06724641886201962,0.10153889343003514,0.028987752940052746,0.03222812646442689,0.002175592961397431,0.0,0.0,0.7462975667209356,0.013466714724954301,0.050644566801792086,0.16356606144133248,3.578964587696018e-05,0.026176471814281555,0.007738255581417546,0.1409301650797244,0.10213486694309241,0.06487699125742204,0.0007748387901428846,0.04571406891686531,0.0079529036286977,0.2510321716348657,0.07500328934006645,0.06683985853251727,0.14754493286740858,0.10131878566106815,0.011135234085673714,2.4733714692520157e-05,0.04226479246044953,0.0004669142131059286,0.03508079695726219,0.010976882629360307,0.04336696533577183,0.009144207803598375,0.016103648231334575
PAYTM,3.5694055384434074,0.10092264003543504,0.018806700505910778,0.03586219023606713,0.0,0.6884184488316035,0.26351955852733494,0.655558918011328,0.06886162369553868,0.14558422627442016,0.015152296930692288,0.0,0.014338690029220317,0.012148684488310269,0.013819522553012628,0.007229230939891421,0.005937325624592933,0.004165017834593768,0.04327037440200099,0.016836137271586966,0.0,0.0,0.0,0.0,0.0865445385983895,0.08350804598300038,0.25196671704464363,0.045183507029460314,0.10284641876401812,0.18627645941085613,0.047227183657979864,0.028351154749240225,0.016076920645524326,0.025343482832096254,0.04756150396986684,0.22679696581257103,0.010039522582358485,0.14211633152475114,0.01017605447461867,0.022487101632271394,0.016632506917356977,0.0031604109086490885,0.0057684599647938525,0.0,0.13615258048597828,0.0,0.0,0.0,0.00022589416569652695,0.0011249260599954997,0.02756290893817981,0.1047546888124109,0.07426610028729116,0.1525856999235429,0.024496596318047972,0.07562834371946021,0.002787276311258323,0.0,0.0,0.8421840564649151,0.021328011212911488,0.04064879200899732,0.15527537015840395,2.5284131561638954e-05,0.059439970555452026,0.005334551285243309,0.10918018466255745,0.0525046804974642,0.15350467047500704,0.002322110971436227,0.09930019929277119,0.017673955089056937,0.2289286626747095,0.07860279158237175,0.009169772828589289,0.15059431818093272,0.180876501023313,0.010102043151062239,2.147159473673635e-05,0.15045190776026215,0.0005722179874466673,0.03569345494050373,0.015278720335804269,0.05105302957812364,0.01328261167586982,0.029962923140122787
EBGNG,2.74401153038083,0.051875183232604545,1.3255913043750913,0.017737499190037996,0.0,0.8897522373443397,0.3122774727614986,0.21207130231850205,0.10859553679484335,0.16867232313642314,0.015777037863981963,0.0,0.015637596336921595,0.004077667481361663,0.003905797575553403,0.005864477354229659,0.0061220610259787684,0.0031247774212157698,0.02823242742879213,0.017983752628111884,0.0,0.0,0.0,0.0,0.060235694096768176,0.05842897769618274,0.2336620290889669,0.047239876372912624,0.045002142841343885,0.11972672248437621,0.02815529253695209,0.010664508392177285,0.013394445166970954,0.02146198067624055,0.04921752250906438,0.054609513236521245,0.2647521288507801,0.13210073910446007,0.020115489506385625,0.019441061057226972,0.10106939752056904,0.00240305879350641,0.009426093809905346,0.0,0.009548995633179062,0.0,0.0,0.0,0.0016412097393230976,0.01585540932907716,0.10858584102690781,0.04911191866739636,0.03892804939781051,0.052424705362748375,0.021067783899130253,0.026416741970797932,0.002620638802790188,0.0,0.0,0.8975855665124991,0.024826849548849953,0.004259240459138757,0.3745570789686425,0.0004016710612858981,0.07379014561398058,0.00651882732243628,0.14248724391368334,0.3409612307890149,0.065399503408914,0.000985489720369079,0.10866092308220643,0.04070001463205709,0.24366779531263227,0.026448488111159008,0.010810368962671636,0.07965656802291722,0.0752159321390409,0.01935474836980874,7.359913150942978e-06,0.014322764397540294,0.0006110007291643815,0.019947124938842837,0.021079478266458215,0.021330388411878523,0.017750387768433913,0.011195837199272017
POCL,2.601057772434491,0.07619106511285224,1.307119061625681,0.04872029874005362,0.0,0.6999761590737226,0.294459147725091,0.6105400227588255,0.055632153101918345,0.13042042622110198,0.06629289437841966,0.0,0.010462450425144989,0.011046556440143787,0.006205979845894279,0.003005507526630837,0.004822197712614956,0.0026988788953301746,0.06190999104547843,0.016201486763643864,0.0,0.0,0.0,0.0,0.05935424802744346,0.05049439497850509,0.24342988218154113,0.03667764993752189,0.07523992517631868,0.15892207621212887,0.03589421169972614,0.010020224407609038,0.03062038172765334,0.0088486397082996,0.05367514080844792,0.037562748895789505,0.28665646072942946,0.1585309735897672,0.08100253670429412,0.02054592209821803,0.04225261310614665,0.001224175530576716,0.007956492655050577,0.0,0.04915518139414359,0.0,0.0,0.0,0.002236582957140017,0.004305895373663755,0.08180426857740869,0.17805624621613336,0.04377864098937292,0.21270838651103643,0.039519456762595016,0.04156409963509184,0.002895364941345019,0.0,0.0,0.7116519261948063,0.02332601990817776,0.0021229693215350774,0.11109247953288297,3.57303258982673e-05,0.08755844566748287,0.006442179839917308,0.11608086588635182,0.03619343363217875,0.1297819631936226,0.004480970110866944,0.16729267313493335,0.01419733997891467,0.28544995066783274,0.04018737583926326,0.008474919701562953,0.06890196214155948,0.07354937017507839,0.010956295565065994,1.2856655465491124e-05,0.005935314976954437,0.00045910197421994875,0.017824107369506296,0.0263678770286804,0.010654973443154173,0.013122309319764887,0.006158607127605468
NYKAA,3.642229053215131,0.10071512462509735,0.019125817525084517,0.010835896992986274,0.0,0.7263144542545904,0.23508351688775211,0.6500026602140098,0.07187213682958342,0.15155315227728453,0.014494118490405848,0.0,0.015638346930822448,0.01671739469437832,0.011580856029644754,0.004993100008580701,0.007964893973283272,0.004621197691852742,0.030319205121806872,0.016119441356315604,0.0,0.0,0.0,0.0,0.14068102671402594,0.022715920579281054,0.23505252916386832,0.042806601056769374,0.025352659073324662,0.13839332057497175,0.05573592596308046,0.03626018453406012,0.009395153630871494,0.032813275749316126,0.048071006844411714,0.22968121336698874,0.009277762710950613,0.138574946138146,0.013088007012118532,0.023628391930896206,0.019012938479787068,0.0025390829733200186,0.006293539431337346,0.0,0.0485509090709876,0.0,0.0,0.0,0.00015464161539500686,0.0013393547097732188,0.029216072939247908,0.07891670097223984,0.07231685379190868,0.41535565819753756,0.04174778655608465,0.09773914817594576,0.0039046595732624705,0.0,0.0,0.9547345132289071,0.029538877844769648,0.01852883799041632,0.2596068267347361,0.00028398712255097466,0.02634982466540206,0.003212082030356502,0.09261560247336609,0.12638312011972844,0.10028540562666999,0.0015128740291333598,0.1572986557665611,0.012239242117308556,0.24829118100647607,0.11348292432455485,0.008281729568836198,0.07276327439750503,0.1000943251669892,0.008075150917915693,6.840524509730717e-06,0.01468405625878128,0.0004514887115154556,0.03678604306187087,0.07722314136038873,0.020662389606164528,0.016823686414433152,0.0060409008893589815
RAMCOSYS,3.0750563166861404,0.04436979174892833,0.7657111122570751,0.025614777773510275,0.0,0.8914537495904881,0.28497025182261937,0.24745670967824243,0.0674158107349083,0.18018124371016075,0.01685758970480808,0.0,0.017064865195151328,0.0053119025104136275,0.007789365000698705,0.0051286930030505435,0.0071534357702218625,0.0026408433447753046,0.03082552865406189,0.01882852193924808,0.0,0.0,0.0,0.0,0.06703620337262424,0.02060251787257403,0.19020016769805134,0.0443796170834776,0.0290463042646079,0.10776705397805808,0.03664609130249152,0.008889187065594039,0.015008066676499683,0.021905783878498026,0.05039598845435872,0.09770946952858368,0.1731928718349847,0.10518160206795268,0.012600918808466087,0.01435331834858257,0.06662431257062867,0.002303330714011106,0.006784881312702801,0.0,0.010839207514305135,0.0,0.0,0.0,0.0001818270331163113,0.0007325421015410947,0.07584423529282439,0.11535889899423352,0.05805819667155713,0.12468882936174801,0.0321635061902666,0.08643417358054321,0.004031777098657006,0.0,0.0,0.9889836661235122,0.02787501308226988,0.0033379252678984016,0.36241265032884556,0.000401395077737795,0.05698037030221809,0.005488440904397387,0.1336298556882431,0.276519398676229,0.02616455386636755,0.0012768981341696837,0.03451689744787615,0.021548100790616902,0.22971156535808812,0.12770509646988148,0.09375930463449218,0.04401934227294561,0.19111149084962867,0.022508263978450665,1.0036664903518628e-05,0.03469098430240292,0.0029302599121290933,0.01751300383094429,0.19280499239023044,0.1316858030536259,0.028855895020540284,0.030868545084066997
WELSPUNLIV,3.8093656854145173,0.09802600549338446,0.021701394391396595,0.057824987983555474,0.0,0.7114123759500205,0.30440330498950763,0.48745635409023697,0.021547900706922436,0.14696817147241573,0.008548250481350664,0.0,0.016069093730165365,0.011328652057714085,0.015856789431774643,0.011210894500446553,0.006184479025466092,0.005478777547509126,0.041000635311241186,0.07516003833137026,0.0,0.0,0.0,0.0,0.08290484103727179,0.02287901035340742,0.22435807972111058,0.04025487057052809,0.020858031132422874,0.10861958757224499,0.026092666013294033,0.049578102580331386,0.01822382445488679,0.06899483789746264,0.0536748950024584,0.3581327619777597,0.011113206377499935,0.1348939787127935,0.008641929011682023,0.022026492389014687,0.02340700300129336,0.003462205764473533,0.005768930390095103,0.0,0.04390132187678328,0.0,0.0,0.0,0.0001688196239763686,0.0015956131381513004,0.025122203156512465,0.09540792263213137,0.058425933746501214,0.4131446345097109,0.02705180243910001,0.04621686312409843,0.002351446965633338,0.0,0.0,1.0528253651777697,0.028526071237052017,0.0013025113303157512,0.15820952141816536,3.574853070545547e-05,0.0221496460589789,0.0022412555002824046,0.10200601593626175,0.12292996796583201,0.11579834743460533,0.0006518892374867712,0.14784978431950066,0.026461782713076573,0.2397102012158474,0.06669438072314476,0.007905061387250245,0.05448800666757193,0.1487262122743224,0.019551318504070703,1.0914853532747421e-05,0.03763372286185645,0.003181842675014154,0.032897078027148814,0.026849445677790452,0.06293794717863317,0.043061063174081794,0.021132723955339244
KSL,3.575257241245685,0.09179796673712326,0.021559222491292804,0.03744774486050164,0.0,0.6773458330995316,0.30977064593640175,0.5377933309141087,0.03353942717292388,0.1235797487007408,0.07479077888387707,0.0,0.008599865149777333,0.009408924413920404,0.00880478346443375,0.003497730313002641,0.005352244298065273,0.0034113619174093754,0.06050029450903897,0.015962276669733783,0.0,0.0,0.0,0.0,0.04994084961065309,0.03613808911038895,0.21917456960145076,0.056739515424063934,0.021009817678730336,0.11153157949662156,0.030774176325345143,0.009755943439629875,0.02665986554189297,0.0038810629325332787,0.0566612223576928,0.227432933911471,0.010325859271168086,0.1595283833131483,0.013674066974220042,0.021603102660170067,0.11949736146403889,0.0029907529674241848,0.007400179553587211,0.0,0.05158103274357989,0.0,0.0,0.0,0.00024725921489954895,0.001149882626854474,0.024869766808599494,0.0746437716259747,0.09200283557390965,0.28724514587793576,0.07946173182889293,0.040847229263213804,0.003246075800984819,0.0,0.0,0.953969424001026,0.026786916379878793,0.002582089758380699,0.15611953064937917,3.5693313326528756e-05,0.037085029152887104,0.005300445010196139,0.12445307087343123,0.10973847611617094,0.23563241521768932,0.001073282537045745,0.10656407335116651,0.06239077358910286,0.22930803084233653,0.05128599021605374,0.006735827357599776,0.05359219768095768,0.10269339609119404,0.006156539825342773,2.1476152940670185e-05,0.009800001107378834,0.0006470082878179488,0.03553161477097041,0.013477210323737195,0.020959167824366545,0.008694718496889397,0.014268641917831518
MUTHOOTMF,3.8870325751438255,0.08389701446806054,0.020964765028871502,0.022731407316547016,0.0,0.6882851493733879,0.2895585043936741,0.670607349134862,0.08953817365117822,0.13558535811639943,0.011961000697369781,0.0,0.02446601510900218,0.012222663246828703,0.011972432415328546,0.015133125800785484,0.005538810295248628,0.004190985022859742,0.03486308345604427,0.009799280148977746,0.0,0.0,0.0,0.0,0.05253917036966852,0.02737301688926205,0.23813737693365486,0.04843413518529608,0.025099227288314294,0.15789735646836137,0.032756797319603806,0.007096907085416398,0.014791570902368142,0.041404249741147175,0.048828137223311245,0.23365706038758452,0.01151155291973148,0.15630912522678334,0.016457381489168588,0.01983772742661025,0.0982464828348395,0.002898833079019424,0.006894995808729988,0.0,0.04912245756984506,0.0,0.0,0.0,0.0020086383190457626,0.01593282667665716,0.03138894159810432,0.0811718687239033,0.06871234734809638,0.21233586236339866,0.043497799681140786,0.06357443614885831,0.0021168708606463197,0.0,0.0,0.9305495739878421,0.031415586845359014,0.0037041548395186177,0.14992115237128853,3.5684160905981816e-05,0.027495314626724054,0.007445374271064534,0.0946299867245678,0.10861378858470026,0.11494602619503137,0.0010587924306529278,0.1841473926285954,0.04886390900010502,0.22830551118077666,0.0775614998633188,0.008422085797833689,0.06424449442310687,0.079619280921939,0.0053176094036674814,2.1476152940670185e-05,0.004539560927375434,0.0005897226509648404,0.02321805949965915,0.027442846689578148,0.018993326756054654,0.011269013664291325,0.0057190043795825015
